image_index,structure,dice,iou,hd95
00000032_033.png,Left Lung,0.9177967520457737,0.84808168315957,2.23606797749979
00000032_033.png,Right Lung,0.9142510244277261,0.8420464075923673,3.1622776601683795
00000032_033.png,Heart,0.9314560948450142,0.8717059639303377,2.8284271247461903
00000032_034.png,Left Lung,0.8795194640073983,0.7849484535920629,4.123105625617661
00000032_034.png,Right Lung,0.9561141194459216,0.9159182409272852,1.0
00000032_034.png,Heart,0.9542454413191954,0.9124946512525406,1.4142135623730951
00000032_035.png,Left Lung,0.904798761602904,0.826148409882316,3.1622776601683795
00000032_035.png,Right Lung,0.9065215625687767,0.8290255496014702,3.1622776601683795
00000032_035.png,Heart,0.9148230088444976,0.8430173292472678,5.0
00000032_036.png,Left Lung,0.9116080937106522,0.8375733855083467,2.8284271247461903
00000032_036.png,Right Lung,0.9121771217637378,0.8385345997159878,2.23606797749979
00000032_036.png,Heart,0.9130041803134504,0.8399334788396223,4.47213595499958
00000032_037.png,Left Lung,0.8451906131078267,0.731887550189046,5.385164807134504
00000032_037.png,Right Lung,0.8088655494570324,0.6790715767546801,8.246211251235321
00000032_037.png,Heart,0.868402533422463,0.7674129353160408,7.674116076876591
00000032_038.png,Left Lung,0.7319929036030042,0.5772782389648607,14.7648230602334
00000032_038.png,Right Lung,0.9044437374010794,0.8255566311633536,3.605551275463989
00000032_038.png,Heart,0.8491975370906975,0.7379177265087455,8.48528137423857
00000032_039.png,Left Lung,0.8195429471944489,0.694259012004435,10.0
00000032_039.png,Right Lung,0.9088984452470467,0.8330099442052751,3.0
00000032_039.png,Heart,0.8521603585130685,0.742403666603782,13.0
00000032_040.png,Left Lung,0.7439193884577491,0.5922544951508678,25.079872407968907
00000032_040.png,Right Lung,0.8585119798180422,0.7520989836417133,9.0
00000032_040.png,Heart,0.7652022429050835,0.6196984392856035,16.401219466856727
00000032_041.png,Left Lung,0.7910146012670085,0.6542796977498541,9.219544457292887
00000032_041.png,Right Lung,0.8242939568732202,0.7011054860966928,11.40175425099138
00000032_041.png,Heart,0.8469583978197694,0.7345427920539005,15.234825342802422
00000032_042.png,Left Lung,0.7556433746437001,0.6072562794667764,16.132260227798703
00000032_042.png,Right Lung,0.8895874767377328,0.8011324243031992,5.830951894845301
00000032_042.png,Heart,0.9310623802387435,0.8710165710574329,2.23606797749979
00000032_043.png,Left Lung,0.8937564354498384,0.8079201218343558,4.123105625617661
00000032_043.png,Right Lung,0.8730546231242519,0.7747089087357879,8.94427190999916
00000032_043.png,Heart,0.9187260883004925,0.8496700774519491,3.605551275463989
00000032_044.png,Left Lung,0.8749231714745319,0.7776563780281665,8.0
00000032_044.png,Right Lung,0.9579607069857196,0.9193134207201066,0.0
00000032_044.png,Heart,0.9357733591358098,0.8792989417892493,1.4142135623730951
00000032_045.png,Left Lung,0.5067598017067737,0.3393692470146466,24.186773244895647
00000032_045.png,Right Lung,0.8037759864191568,0.671927646739919,14.142135623730951
00000032_045.png,Heart,0.6355725722209956,0.46581632652721705,44.68780594300866
00000032_046.png,Left Lung,0.8701049209334261,0.770075856647004,7.615773105863909
00000032_046.png,Right Lung,0.8512469009708965,0.7410181541101813,8.06225774829855
00000032_046.png,Heart,0.9123369902664441,0.838804833943869,3.605551275463989
00000032_047.png,Left Lung,0.8793907662933899,0.7847434590420533,5.0
00000032_047.png,Right Lung,0.9189020910033783,0.8499712036777695,2.0
00000032_047.png,Heart,0.8390053855801592,0.7226608764239768,15.622098176347546
00000032_048.png,Left Lung,0.8499018049111577,0.7389819482722559,13.416407864998739
00000032_048.png,Right Lung,0.9128579188258488,0.8396859386032879,2.0
00000032_048.png,Heart,0.9044269755848964,0.8255287008985505,5.0
00000032_049.png,Left Lung,0.7679771847548585,0.6233465608362542,14.173876274650363
00000032_049.png,Right Lung,0.8726183072263661,0.7740220661908322,6.324555320336759
00000032_049.png,Heart,0.8415316498767015,0.7264174716444651,14.866068747318506
00000032_050.png,Left Lung,0.9417907131643879,0.8899853033615371,1.0
00000032_050.png,Right Lung,0.9061788617812505,0.8284525048189616,3.605551275463989
00000032_050.png,Heart,0.928225723401667,0.8660645657103567,3.0
00000032_051.png,Left Lung,0.8684294361169328,0.7674549549405508,5.0
